,review_date,title,score,pos,cons,reviewer,review_country,stay_date
1491,20 November 2018,"The pool, the location (just on top of the sub station), the...",9.6,"The pool, the location (just on top of the sub station), the room was very comfortable, staff was very nice and welcoming.","You can’t use the pool after checkout time. This means that you get less than 24hrs to use the facilities unlike any other hotel I’ve stayed it that obviously lets you use the pool and other facilities after checkout. 
Using the shower floods the bathroom a bit.",Simona,Israel,November 2018
1492,20 November 2018,"Fantastic hotel, highly recommended.",9.6,Staff very friendly and helpful. Location was perfect and always plenty to do nearby and very easy to access the MRT and other public transport facilities.,"The television kept freezing for several minutes at a time on all channels. Between these events all channels worked normally. 
Infinity pool very crowded and sometimes difficult to find a free sun lounger. Poolside waiter service had lengthy waiting times and sometimes staff needed to be prompted to take an order.",Al737800,United Kingdom,November 2018
1493,20 November 2018,"Amazing views, fantastic location",8.3,"Amazing views, fantastic location","Stroppy staff, far too big for their boots. Rude receptionists and not what you’d expect from such an incredible hotel.",Katherine,United Kingdom,November 2018
1494,20 November 2018,Underwhelmed by stay.  Will not recommend to friends,6.3,The location and the pool,"Crowded, expensive and service was very average. I truly expected better service.  It felt more like an amusement park than a luxury hotel.  Room was small and nothing special.  They were doing renovations below our floor and jackhamming until 6pm. Very dissertation",Mikelle,USA,November 2018
1495,19 November 2018,"Amazing experience, incredible views over the city and...",10.0,"Amazing experience, incredible views over the city and excellent service. Everything at you fingertips in terms of shopping/eateries. Well worth a visit!",,Jenna,United Kingdom,November 2018
1496,19 November 2018,"Swimming pool, gardens, shopping mall and casino.",7.5,"Swimming pool, gardens, shopping mall and casino... this is all that you need to spend your time here...",Hotel rooms are 4 stars rating. Cleanliness is not perfect,Mirko,Switzerland,November 2018
1497,19 November 2018,"Staff, location, city view, pool",8.3,"Staff, location, city view, pool","Poor wifi (40Mb/s was good 10years ago, nowadays standart is 1Gb/s). TV quality should be 4K/HD, screen 60”+. King apartment should have jacuzzi and “rain”shower. And no plastic things, please. It doesn’t look great and not healthy for men.",Paulius,United Kingdom,November 2018
1498,19 November 2018,The most special hotel on our honeymoon,9.6,"We booked regular room and when we told we were on a honeymoon, the recepcionist gave us suite on 53rd floor. Later someone brought us a cake as a small gift. Suite was amazing, the biggest I ever seen in a hotel. I don't have to tel you about the view (we had Garden view). The infinity pool was everything you could hope for.",,Martina Bubalo,Croatia,November 2018
1499,19 November 2018,"Great hotel, clean and the facilites were wonderful, the views were amazing. Well worth a visit",7.1,The room was lovely and the view from 42nd floor was fabulous.  The 57th floor was outstanding.,"the bed was very hard and the pillows not the most comfortable , especially considering the price of the room. No milk in the room for  a cup of tea and to be charged for a very small cup of milk was not very good. I have never come across a hotel that charges for milk. We had stayed at the Carlton City in Singapore before coming to Marina Bay Sands and they brought a large milk jug to the room at no expense or trouble. The room was lovely apart from the items mentioned.",Christine,Australia,November 2018
1500,19 November 2018,"Great experience, amazing hotel",10.0,"Great place for the experience, surprised me with their efficiency at check in/check out. Nice big room (a bit outdated, but good), amazing view and, of course, the pool.","Well, the hotel lost my bag that I left in the storage, it spoiled our stay. Had to wait for three hours while they were looking for it. :) Manager handled it well by providing free shuttle and drinks while we were waiting, but it was a scary experience. I find pool to be a bit dirty - hair floating around, just too many people. Asking people to take a shower and tie up their hair would be a good start!",Yana,USA,November 2018
1501,18 November 2018,It is absolutely not worth the money. It will be in our black list for the future.,5.8,The room was big with nice view,"The service was on average level. The room was not well cleaned. The area was crowded, and the bar at the roof top and at the elevator areas, were full of ladies looking for one night partners. Unacceptable for a so expensive hotel. No control at all.",Vasileios,Greece,November 2018
1502,18 November 2018,"Generally a great stay. However, we feel that the hotel can do better.",8.8,The room was clean and the staff would make an effort to check on us if we would require any room service. Club 55 has a good view and is a good place to chill and relax with family and friends.,"Because we have booked our room through Booking.com, we were denied the Shopping Concierge Experience and the complimentary gift by TWG (This is part of the privileges of staying in the Club Suite). We understand that that are terms and conditions involved by the hotel but this was not communicated to us initially when we have made our booking. Thus, we do not think that this is fair for us, especially for the amount of money we have paid. We feel disappointed and shortchanged.
While we were delighted to receive an anniversary cake from the hotel, we felt that the hotel could do better to make it more personalised.",Anonymous,Singapore,November 2018
